General.ID,Order,Family,Genus,Species,Common.name,IUCN.status,Survivorship,Age,Sex,Year,Month,Day,Date.accuracy,Latitude,Longitude,Location.accuracy,Locality,State.or.Province,Country,Deterrent,Building.height,Pane.type,Data.collection.method
115,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2018,January,28,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
116,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,February,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
117,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,February,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
118,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,February,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
119,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,February,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
120,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,February,13,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
121,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,March,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
122,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,March,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
123,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
124,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,2,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
125,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,4,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
126,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,4,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
127,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
128,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
129,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,8,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
130,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,10,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
131,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2019,November,11,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
132,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,January,16,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
133,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,January,23,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
134,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,January,24,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
135,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2018,January,28,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
136,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,March,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
137,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,March,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
138,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,March,14,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
139,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,March,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
140,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
141,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
142,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,2,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
143,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,4,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
144,Passeriformes,Cardinalidae,Passerina,Passerina cyanea,Indigo Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,10,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
145,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2019,March,19,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
146,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2019,August,18,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
147,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2019,September,6,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
148,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2019,November,4,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
149,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2019,November,14,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
150,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,2019,January,30,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
151,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,2019,January,31,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
152,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,2019,March,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
153,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,2019,October,10,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
154,Passeriformes,Cardinalidae,Passerina,Passerina amoena,Lazuli Bunting,Least Concern,Dead,Unknown,Unknown,2019,January,29,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
155,Passeriformes,Cardinalidae,Passerina,Passerina amoena,Lazuli Bunting,Least Concern,Dead,Unknown,Unknown,2019,February,13,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
156,Passeriformes,Cardinalidae,Passerina,Passerina amoena,Lazuli Bunting,Least Concern,Dead,Unknown,Unknown,2019,April,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
157,Columbiformes,Columbidae,Columbina,Columbina inca,Inca Dove,Least Concern,Dead,Unknown,Unknown,2019,June,3,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
158,Columbiformes,Columbidae,Columbina,Columbina inca,Inca Dove,Least Concern,Dead,Unknown,Unknown,2019,September,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
159,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris,Broad-billed Hummingbird,Least Concern,Dead,Unknown,Unknown,2019,August,15,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
160,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris,Broad-billed Hummingbird,Least Concern,Dead,Unknown,Unknown,2019,October,14,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
161,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,Least Concern,Dead,Unknown,Unknown,2019,October,9,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
162,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,Least Concern,Dead,Unknown,Unknown,2019,November,20,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
163,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Barn Swallow,Least Concern,Dead,Unknown,Unknown,2019,June,24,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
164,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Barn Swallow,Least Concern,Dead,Unknown,Unknown,2019,August,26,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
165,Passeriformes,Passerellidae,Melospiza,Melospiza lincolnii,Lincoln's Sparrow,Least Concern,Dead,Unknown,Unknown,2019,March,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
166,Passeriformes,Passerellidae,Melospiza,Melospiza lincolnii,Lincoln's Sparrow,Least Concern,Dead,Unknown,Unknown,2019,October,24,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
167,Passeriformes,Icteriidae,Molothrus,Molothrus aeneus,Bronzed Cowbird,Least Concern,Dead,Unknown,Unknown,2019,April,8,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
168,Passeriformes,Icteriidae,Molothrus,Molothrus aeneus,Bronzed Cowbird,Least Concern,Dead,Unknown,Unknown,2019,September,9,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
169,Passeriformes,Cardinalidae,Passerina,Passerina caerulea,Blue Grosbeak,Least Concern,Dead,Unknown,Unknown,2019,April,22,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
170,Passeriformes,Cardinalidae,Passerina,Passerina caerulea,Blue Grosbeak,Least Concern,Dead,Unknown,Unknown,2019,May,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
171,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum,Grasshopper Sparrow,Least Concern,Dead,Unknown,Unknown,2019,November,19,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
172,Apodiformes,Trochilidae,Archilochus,Archilochus alexandri,Black-chinned Hummingbird,Least Concern,Dead,Unknown,Unknown,2018,October,23,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
173,Passeriformes,Parulidae,Cardellina,Cardellina pusilla,Wilson's Warbler,Least Concern,Dead,Unknown,Unknown,2019,January,16,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
174,Passeriformes,Turdidae,Catharus,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,Least Concern,Dead,Unknown,Unknown,2019,October,7,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
175,Galliformes,Odontophoridae,Colinus,Colinus virginianus,Northern Bobwhite,Near Threatened,Dead,Unknown,Unknown,2019,September,13,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
176,Passeriformes,Parulidae,Leiothlypis,Leiothlypis celata,Orange-crowned Warbler,Least Concern,Dead,Unknown,Unknown,2019,January,16,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
177,Passeriformes,Icteriidae,Molothrus,Molothrus ater,Brown-headed Cowbird,Least Concern,Dead,Unknown,Unknown,2019,August,1,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
178,Passeriformes,Passeridae,Passer,Passer domesticus,House Sparrow,Least Concern,Dead,Unknown,Unknown,2019,April,22,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
179,Passeriformes,Thraupidae,Sporophila,Sporophila torqueola,Cinnamon-rumped Seedeater,Least Concern,Dead,Unknown,Unknown,2019,February,5,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
180,Passeriformes,Tyrannidae,Tyrannus,Tyrannus vociferans,Cassin's Kingbird,Least Concern,Dead,Unknown,Unknown,2019,October,14,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
181,Columbiformes,Columbidae,Zenaida,Zenaida asiatica,White-winged Dove,Least Concern,Dead,Unknown,Unknown,2019,March,22,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
182,Passeriformes,Laniidae,Lanius,Lanius ludovicianus,Loggerhead Shrike,Near Threatened,Dead,Unknown,Unknown,2018,October,31,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
183,Apodiformes,Trochilidae,Archilochus,Archilochus alexandri,Black-chinned Hummingbird,Least Concern,Dead,Unknown,Unknown,2019,March,25,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
184,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2020,January,6,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
185,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2020,January,14,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
186,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2020,January,16,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
187,Passeriformes,Passerellidae,Spizella,Spizella pallida,Clay-colored Sparrow,Least Concern,Dead,Unknown,Unknown,2020,February,13,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
188,Columbiformes,Columbidae,Zenaida,Zenaida macroura,Mourning Dove,Least Concern,Dead,Unknown,Unknown,2020,January,9,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
189,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,2020,January,27,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
190,Columbiformes,Columbidae,Columba,Columba livia,Rock Pigeon,Least Concern,Dead,Unknown,Unknown,2020,January,31,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
191,Passeriformes,Passeridae,Passer,Passer domesticus,House Sparrow,Least Concern,Dead,Unknown,Unknown,2020,February,2,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
192,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris,Broad-billed Hummingbird,Least Concern,Dead,Unknown,Unknown,2020,April,24,Exact,21.04,-101.67,Precise,Leon,Guanajuato,Mexico,None,Taller,Reflective,Systematic
193,Passeriformes,Tyrannidae,Myiozetetes,Myiozetetes similis,Social Flycatcher,Least Concern,Dead,Unknown,Unknown,2009,June,1,Exact,19.51,-96.94,Precise,Xalapa,Veracruz,Mexico,None,Taller,Reflective,By chance
194,Cuculiformes,Cuculidae,Coccyzus,Coccyzus americanus,Yellow-billed Cuckoo,Least Concern,Dead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19.51,-96.94,Precise,Xalapa,Veracruz,Mexico,Present,Taller,Reflective,By chance
195,Strigiformes,Strigidae,Ciccaba,Ciccaba virgata,Mottled Owl,Least Concern,Dead,Unknown,Unknown,2010,October,1,Exact,19.52,-96.89,Precise,Xalapa,Veracruz,Mexico,None,Unknown,Unknown,By chance
196,Passeriformes,Icteriidae,Icterus,Icterus galbula,Baltimore Oriole,Least Concern,Dead,Unknown,Unknown,2010,October,2,Exact,19.51,-96.94,Precise,Xalapa,Veracruz,Mexico,Present,Taller,Reflective,By chance
197,Passeriformes,Cardinalidae,Cyanocompsa,Cyanocompsa parellina,Blue Bunting,Least Concern,Dead,Unknown,Male,2013,May,30,Exact,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
198,Passeriformes,Thraupidae,Saltator,Saltator atriceps,Black-headed Saltator,Least Concern,Dead,Unknown,Unknown,2015,July,7,Exact,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
199,Galliformes,Cracidae,Ortalis,Ortalis vetula,Plain Chachalaca,Least Concern,Dead,Unknown,Unknown,Unknown,October,17,Approximate,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
200,Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum,Ferruginous Pygmy-Owl,Least Concern,Dead,Unknown,Unknown,2017,September,Unknown,Approximate,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
201,Passeriformes,Thraupidae,Coeraba,Coereba flaveola,Bananaquit,Least Concern,Dead,Unknown,Unknown,2018,January,Unknown,Approximate,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
202,Passeriformes,Parulidae,Mniotilta,Mniotilta varia,Black-and-white Warbler,Least Concern,Dead,Unknown,Unknown,2018,January,17,Exact,19.44,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
203,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus prasinus,Northern Emerald Toucanet,Least Concern,Dead,Unknown,Unknown,2017,December,Unknown,Approximate,19.5,-96.95,Precise,Coatepec,Veracruz,Mexico,None,Low-rise,Reflective,By chance
204,Columbiformes,Columbidae,Patagioenas,Patagioenas flavirostris,Red-billed Pigeon,Least Concern,Dead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
205,Passeriformes,Thraupidae,Coeraba,Coereba flaveola,Bananaquit,Least Concern,Dead,Unknown,Unknown,2018,January,29,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
206,Passeriformes,Turdidae,Hylocichla,Hylocichla mustelina,Wood Thrush,Least Concern,Alive,Unknown,Unknown,2018,April,12,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
207,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus flavopectus,Common Chlorospingus,Least Concern,Dead,Juvenile,Unknown,2018,July,30,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
208,Coraciiformes,Momotidae,Momotus,Momotus coeruliceps,Blue-capped Motmot,Least Concern,Alive,Adult,Unknown,2018,August,16,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
209,Passeriformes,Parulidae,Setophaga,Setophaga virens,Black-throated Green Warbler,Least Concern,Dead,Unknown,Unknown,2019,January,14,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
210,Passeriformes,Parulidae,Mniotilta,Mniotilta varia,Black-and-white Warbler,Least Concern,Dead,Unknown,Unknown,2019,January,16,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
211,Passeriformes,Parulidae,Parkesia,Parkesia noveboracensis,Northern Waterthrush,Least Concern,Alive,Unknown,Unknown,2019,October,11,Exact,19.51,-96.94,Precise,Coatepec,Veracruz,Mexico,Present,Taller,Reflective,By chance
